color,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,genres,cast_total_facebook_likes,facenumber_in_poster,plot_keywords,language,country,content_rating,budget,title_year,actor_2_facebook_likes,aspect_ratio,movie_facebook_likes
'Color', '103', '189', '949', '2000', 'Comedy|Drama', '4662', '8', 'brother sister relationship|childhood home|man child|sibling|vomiting', 'English', 'USA', 'R', '19800000', '2014', '1000', '2.35', '14000'
'Color', '104', '53', '652', '22000', 'Drama|Mystery', '33903', '0', 'boy|catholic|nun|priest|student', 'English', 'USA', 'PG-13', '20000000', '2008', '11000', '1.85', '0'
'Color', '98', '406', '406', '860', 'Action|Comedy', '2609', '5', 'actor|arab stereotype|broadway|terrorist|vomiting', 'English', 'USA', 'R', '30000000', '2004', '523', '2.35', '0'
'Color', '92', '34', '322', '383', 'Horror|Thriller', '1945', '0', 'chainsaw|halloween|mansion|massacre|texas', 'English', 'USA', 'R', '11000000', '2013', '333', '2.35', '16000'
'Color', '123', '36', '631', '10000', 'Crime|Drama|Mystery|Thriller', '12338', '0', 'agoraphobia|copycat murder|detective|psychologist|serial killer', 'English', 'USA', 'R', '20000000', '1995', '1000', '2.35', '0'
'Color', '88', '92', '636', '31000', 'Comedy', '34319', '8', '2010s|ape|ballet|psychic|supernatural', 'English', 'USA', 'PG-13', '20000000', '2013', '881', '1.85', '13000'
'Color', '128', '835', '755', '11000', 'Biography|Drama|History', '13189', '1', 'california|gay|gay activist|gay pickup|gay rights', 'English', 'USA', 'R', '20000000', '2008', '896', '1.85', '10000'
'Color', '107', '58', '47', '141', 'Action|Adventure|Drama|Mystery', '389', '2', 'biblical|crucifixion|judea|resurrection|roman soldier', 'English', 'USA', 'PG-13', '20000000', '2016', '76', '2.35', '21000'
'Color', '91', '17', '78', '534', 'Horror', '1083', '0', 'decapitation|ghost ship|passenger|severed head|torso cut in half', 'English', 'USA', 'R', '35000000', '2002', '385', '1.85', '0'
'Color', '90', '12', '587', '786', 'Adventure|Comedy', '2462', '4', 'christmas|christmas tree|fire|new york city|stoner', 'English', 'USA', 'R', '19000000', '2011', '651', '2.35', '21000'
'Color', '115', '39', '254', '13000', 'Crime|Drama|Mystery|Thriller', '14275', '3', 'erotic thriller|forbidden sex|lesbian sex|sex with a student|taboo sex', 'English', 'USA', 'R', '20000000', '1998', '481', '2.35', '0'
'Color', '113', '108', '22', '1000', 'Drama|Thriller', '1136', '3', 'east berlin|kiev ukraine|mossad|nazi|nazi war criminal', 'English', 'USA', 'R', '20000000', '2010', '100', '2.35', '0'
'Color', '113', '350', '619', '1000', 'Comedy|Drama|Music|Romance', '3141', '0', 'employer employee relationship|record store|store|thirty something|vinyl', 'English', 'UK', 'R', '20000000', '2000', '960', '1.85', '10000'
'Color', '87', '2', '270', '741', 'Horror|Mystery', '1834', '1', 'death|lifting someone into the air|telephone|telephone call|voice mail', 'English', 'Japan', 'PG-13', '27000000', '2008', '297', '1.85', '0'
'Color', '101', '154', '497', '1000', 'Crime|Drama|Thriller', '3174', '1', 'justice|rape|self defense|support group|vigilante', 'English', 'USA', 'R', '20000000', '1996', '816', '1.85', '613'
'Color', '111', '79', '287', '26000', 'Crime|Drama|Romance|Thriller', '27755', '0', 'chase|heist|london england|mobster|safe deposit', 'English', 'UK', 'R', '20000000', '2008', '811', '2.35', '0'
'Color', '108', '1000', '1000', '14000', 'Drama|Fantasy|Romance|Sci-Fi', '19364', '1', 'borderline personality disorder|loneliness|memory|playing against type|retrograde narrative', 'English', 'USA', 'R', '20000000', '2004', '4000', '1.85', '52000'
'Color', '105', '99', '518', '2000', 'Comedy|Family|Romance', '4813', '6', 'dancing|dog|flight|hostility|travel', 'English', 'USA', 'PG', '20000000', '2010', '938', '2.35', '0'
'Color', '109', '453', '2000', '18000', 'Action|Crime|Drama|Thriller', '33878', '4', 'captain|lapd|murder|undercover cop|violence', 'English', 'USA', 'R', '20000000', '2008', '11000', '2.35', '0'
'Color', '109', '1000', '24', '177', 'Action|Comedy|Sci-Fi', '278', '6', 'alcoholic|doppelganger|group therapy|self mutilation|twin actresses for twin sisters', 'English', 'UK', 'R', '20000000', '2013', '55', '2.35', '49000'
'Color', '99', '26', '650', '720', 'Comedy|Crime|Family|Mystery|Romance|Thriller', '3327', '5', 'chase|clue|detective|movie star|murder', 'English', 'USA', 'PG', '20000000', '2007', '669', '2.35', '590'
'Color', '98', '35', '16', '125', 'Action|Horror|Sci-Fi|Thriller', '189', '0', 'blood|rationing|vampire|vampire society|year 2019', 'English', 'Australia', 'R', '20000000', '2009', '37', '2.35', '0'
'Color', '104', '14', '756', '2000', 'Comedy|Romance', '5707', '1', 'airport|airport security|confidence|iphone|love', 'English', 'USA', 'R', '20000000', '2010', '934', '2.35', '0'
'Color', '109', '15', '350', '3000', 'Adventure|Comedy|Family|Romance', '4257', '3', 'cell phone|hotel|misunderstanding|monte carlo|young woman', 'English', 'Hungary', 'PG', '20000000', '2011', '775', '1.85', '6000'
'Color', '75', '19', '806', '1000', 'Horror|Thriller', '3590', '0', 'countess|game reality crossover|ghost|group of friends|tower', 'English', 'USA', 'PG-13', '9000000', '2006', '934', '2.35', '0'
'Color', '119', '23', '748', '25000', 'Action|Adventure|Drama|Romance|Western', '45841', '1', 'aborigine|australian|australian aborigine|australian outback|rancher', 'English', 'Australia', 'PG-13', '20000000', '1990', '19000', '2.35', '0'
'Color', '90', '0', '518', '681', 'Adventure|Animation|Comedy|Family|Romance', '2486', '0', 'arranged marriage|geese|idaho|national park|park', 'English', 'USA', 'PG', '20000000', '2010', '611', '1.85', '0'
'Color', '97', '212', '637', '960', 'Action|Fantasy|Horror|Thriller', '3261', '0', 'family secret|friendship between men|magic|supernatural power|teenager', 'English', 'USA', 'PG-13', '20000000', '2006', '917', '2.35', '3000'
'Color', '89', '0', '470', '87000', 'Comedy|Family|Fantasy', '88422', '4', 'boy|family relationships|rock|twin|two headed person', 'English', 'USA', 'PG', '40000000', '2009', '570', '1.85', '431'
'Color', '106', '835', '458', '1000', 'Comedy|Crime|Drama', '3598', '0', 'career|fame|murder|new hampshire|television', 'English', 'USA', 'R', '20000000', '1995', '967', '1.85', '1000'
'Color', '104', '0', '877', '2000', 'Action|Horror|Thriller', '5123', '0', 'cross|relic|team|vampire|vampire hunter', 'English', 'USA', 'R', '20000000', '1998', '1000', '2.35', '0'
' Black and White', '108', '13000', '285', '606', 'Horror|Mystery|Thriller', '1885', '2', 'money|motel|rain|shower|theft', 'English', 'USA', 'R', '806947', '1960', '332', '1.85', '18000'
'Color', '112', '41', '490', '1000', 'Comedy|Romance', '3301', '3', 'breasts|female rear nudity|jesus crust pizza parlor|thong panties|wedding', 'English', 'USA', 'R', '40000000', '2008', '500', '1.85', '0'
'Color', '104', '19', '942', '15000', 'Drama|Romance', '18760', '0', 'brother sister relationship|high school graduation|love|sparkler|unfaithful husband', 'English', 'USA', 'PG-13', '20000000', '2014', '989', '2.35', '0'
'Color', '113', '0', '949', '995', 'Comedy|Drama', '4039', '3', 'alcoholic|rules|secret|summer|teenager', 'English', 'USA', 'R', '20000000', '2007', '975', '2.35', '681'
'Color', '98', '15', '281', '691', 'Comedy', '1761', '0', 'assassin|hotel|japanese tourist|secret service|wizard of oz', 'English', 'USA', 'PG', '20000000', '1981', '374', '1.78', '501'
'Color', '114', '160', '271', '1000', 'Comedy|Drama|Family', '1816', '2', 'boy|christmas|christmas pageant|friendship|illegitimate son', 'English', 'USA', 'PG', '30000000', '1998', '367', '1.85', '0'
'Color', '124', '57', '905', '11000', 'Drama', '17050', '2', 'college|depression|grief|mental breakdown|post september 11 2001', 'English', 'USA', 'R', '20000000', '2007', '3000', '2.35', '0'
'Color', '148', '0', '826', '17000', 'Adventure|Biography|Drama', '18752', '0', 'alaska|based on true story|male nudity|self discovery|wilderness', 'English', 'USA', 'R', '15000000', '2007', '882', '2.35', '76000'
'Color', '108', '480', '579', '970', 'Comedy', '4374', '1', 'paintball|paintball gun|pepper spray|tennis|what happened to epilogue', 'English', 'USA', 'PG-13', '20000000', '2006', '931', '2.35', '484'
'Color', '95', '83', '206', '991', 'Adventure|Drama|Horror|Mystery|Thriller', '2173', '0', '18th birthday|alternate reality|introduction|nightmare|on the run', 'English', 'France', 'R', '20000000', '2012', '494', '2.35', '25000'
'Color', '108', '0', '844', '16000', 'Crime|Fantasy|Horror', '23296', '2', 'brother|human versus vampire|rapist|stripper|vampire', 'English', 'USA', 'R', '19000000', '1996', '4000', '1.85', '12000'
'Color', '68', '0', '253', '304', 'Animation|Family|Fantasy|Mystery', '861', '0', 'creature|forest|mother son relationship|rabbit|winnie the pooh', 'English', 'USA', 'G', '20000000', '2005', '286', '1.85', '264'
'Color', '103', '0', '801', '21000', 'Comedy|Drama|Romance', '25263', '1', 'dinner|gay interest|gay sibling|homosexual|thanksgiving', 'English', 'USA', 'PG-13', '20000000', '1995', '1000', '1.85', '0'
'Color', '99', '0', '59', '264', 'Action|Comedy|Crime|Fantasy', '537', '1', '1940s|axe|china|gang|sign language', 'Cantonese', 'Hong Kong', 'R', '20000000', '2004', '62', '2.35', '0'
'Color', '88', '0', '939', '3000', 'Comedy|Family|Music|Musical', '8189', '1', 'animal in title|bear|box office flop|disney|satire', 'English', 'USA', 'G', '35000000', '2002', '968', '1.85', '422'
'Color', '128', '395', '161', '283', 'Drama', '904', '0', 'afghanistan|based on novel|boy|friend|kite', 'Dari', 'USA', 'PG-13', '20000000', '2007', '206', '2.35', '0'
'Color', '124', '0', '430', '6000', 'Drama', '7567', '0', 'accident|faith|love|mathematician|nonlinear timeline', 'English', 'USA', 'R', '20000000', '2003', '979', '1.85', '0'
'Color', '84', '2', '472', '787', 'Action|Crime|Drama|Thriller', '2915', '0', 'actor|coma|movie star|paparazzi|revenge', 'English', 'USA', 'PG-13', '20000000', '2004', '555', '2.35', '269'
'Color', '122', '308', '10000', '17000', 'Drama|Fantasy|Romance', '44061', '1', 'blood|high school|love|school|vampire', 'English', 'USA', 'PG-13', '37000000', '2008', '12000', '2.35', '19000'
'Color', '101', '13', '499', '651', 'Comedy|Romance', '2698', '3', 'bachelor party|climbing a tree|taxi|toilet|wedding', 'English', 'USA', 'PG-13', '20000000', '2003', '555', '1.85', '401'
'Color', '98', '143', '153', '302', 'Comedy|Romance', '1189', '2', 'college|loser|love|new york city|overdose', 'English', 'USA', 'PG-13', '20000000', '2000', '216', '1.85', '1000'
'Color', '225', '126', '202', '940', 'Biography|Drama|History', '1934', '6', '70mm film|biblical epic|faith|jewish|king herod', 'English', 'USA', 'G', '20000000', '1965', '208', '2.76', '1000'
'Color', '88', '82', '329', '869', 'Comedy', '2857', '0', 'disaster|glass|mousetrap|natural disaster|scatological humor', 'English', 'USA', 'PG-13', '25000000', '2008', '624', '1.85', '0'
'Color', '88', '190', '163', '137000', 'Action|Crime|Thriller', '137712', '6', 'armored truck|blood splatter|die hard scenario|guard|heist', 'English', 'USA', 'PG-13', '27000000', '2009', '459', '2.35', '0'
'Color', '94', '36', '507', '13000', 'Action|Comedy|Crime|Thriller', '15183', '1', 'assassin|bomb|dominatrix|mistaken identity|spy', 'English', 'USA', 'PG', '20000000', '1997', '828', '1.85', '0'
'Color', '117', '20', '783', '11000', 'Comedy|Romance', '15713', '1', 'ex boyfriend|morning after|prince charming|quarrel|womanizer', 'English', 'USA', 'R', '20000000', '2011', '904', '1.85', '0'
'Color', '95', '4', '80', '788', 'Action|Adventure|Sci-Fi|Thriller', '1414', '2', 'bodyguard|maximum security prison|outer space|president|prison', 'English', 'France', 'PG-13', '20000000', '2012', '447', '2.35', '10000'
'Color', '99', '272', '62', '1000', 'Comedy', '1189', '1', 'best friend|dog|envy|jealousy|neighbor', 'English', 'USA', 'PG-13', '40000000', '2004', '87', '1.85', '713'
'Color', '96', '83', '926', '26000', 'Action|Crime|Sci-Fi|Thriller', '30541', '0', 'artificial heart|heart|horse penis|prostitute|stripper', 'English', 'USA', 'R', '20000000', '2009', '968', '1.85', '0'
'Color', '98', '11000', '967', '1000', 'Comedy|Crime', '4302', '4', 'actress|bodyguard|new york city|play|playwright', 'English', 'USA', 'R', '20000000', '1994', '979', '1.85', '979'
'Color', '123', '6', '85', '541', 'Biography|Drama|History', '908', '0', 'biblical|book of esther|esther|persia|treachery', 'English', 'USA', 'PG', '20000000', '2006', '249', '2.35', '0'
'Color', '101', '176', '83', '3000', 'Drama|Mystery|Romance|Thriller|War', '3431', '2', 'american|french|saigon|vietnam|vietnamese', 'English', 'UK', 'R', '30000000', '2002', '268', '2.35', '983'
'Color', '102', '563', '385', '12000', 'Comedy|Drama', '13156', '1', 'corndog|failure|funeral in the rain|new york city|weatherman', 'English', 'USA', 'R', '22000000', '2005', '442', '1.85', '0'
' Black and White', '94', '394', '565', '922', 'Action|Crime|Drama|Sport', '2880', '2', 'boxing|fight|heavyweight champion|iceman|prison', 'English', 'USA', 'R', '20000000', '2002', '855', '2.35', '977'
'Color', '102', '192', '31', '346', 'Comedy|Drama|Fantasy|Romance', '500', '3', 'bouquet of roses|bright light|cardiopulmonary resuscitation|ghost|white rose', 'English', 'USA', 'PG-13', '20000000', '2008', '41', '1.85', '0'
'Color', '108', '212', '347', '969', 'Action|Crime|Thriller', '2799', '1', '2000s|detective|sadist|terrorism|terrorist', 'English', 'USA', 'PG-13', '22000000', '2009', '794', '2.35', '0'
'Color', '116', '198', '884', '17000', 'Drama|Fantasy|Horror|Mystery', '20258', '0', 'blood|boy|night|school|vampire', 'English', 'UK', 'R', '20000000', '2010', '1000', '2.35', '25000'
'Color', '93', '18', '181', '400', 'Action|Comedy|Family', '1151', '0', '1990s|dagger|japan|mousetrap|stick fight', 'English', 'USA', 'PG', '20000000', '1994', '220', '1.85', '444'
'Color', '102', '1000', '270', '734', 'Comedy', '1778', '2', 'friend|power plant|sabotage|store clerk|video store', 'English', 'UK', 'PG-13', '20000000', '2008', '563', '2.35', '0'
'Color', '103', '350', '99', '5000', 'Comedy|Drama|Music|War', '5637', '1', 'anti semitism|breasts|chamberlain|friend|theatre', 'English', 'UK', 'R', '20000000', '2005', '378', '1.85', '0'
'Color', '115', '214', '968', '14000', 'Action|Crime|Drama|Thriller', '27214', '3', 'betrayal|corrupt cop|heist|murder of a police officer|police detective', 'English', 'USA', 'R', '20000000', '2016', '12000', '2.35', '0'
'Color', '96', '11000', '223', '11000', 'Comedy', '11867', '2'," ""marriage|novelist|panties pulled down|writer's block|writing""", 'English', 'USA', 'R', '20000000', '1997', '474', '1.85', '0'
'Color', '98', '4', '677', '2000', 'Comedy|Romance', '4843', '2', 'architect|award|farce|love|misunderstanding', 'English', 'Australia', 'PG-13', '20000000', '1999', '1000', '1.37', '311'
'Color', '101', '53', '580', '14000', 'Comedy|Drama', '16926', '1', 'chef|gay kiss|michelin star|restaurant|violent behavior', 'English', 'USA', 'R', '20000000', '2015', '1000', '2.35', '25000'
'Color', '106', '277', '383', '22000', 'Comedy|Crime', '24887', '0', 'con|convict|escape|police|priest', 'English', 'USA', 'PG-13', '20000000', '1989', '2000', '2.35', '855'
'Color', '101', '11000', '2', '1000', 'Comedy|Musical|Romance', '1614', '0', 'engagement|grandfather|liberal|maid|song', 'English', 'USA', 'R', '20000000', '1996', '612', '1.85', '0'
'Color', '87', '0', '548', '22000', 'Comedy', '24324', '0', 'end credits roll call|four word title|funeral|secret|uncle', 'English', 'USA', 'R', '9000000', '2007', '557', '1.85', '0'
'Color', '111', '0', '725', '856', 'Action|Crime|Thriller', '3309', '0', 'blood|death|gang|murder|revenge', 'English', 'USA', 'R', '20000000', '2007', '742', '2.35', '0'
'Color', '99', '52', '148', '22000', 'Adventure|Drama', '23409', '1', 'bus trip|parental love|retirement|surprise visit|train ride', 'English', 'USA', 'PG-13', '21000000', '2009', '1000', '2.35', '10000'
'Color', '88', '84', '177', '650', 'Comedy|Family|Sci-Fi', '1343', '3', 'computer|good versus evil|mind control|science experiment|sequel', 'English', 'Germany', 'PG', '20000000', '2004', '384', '2.35', '0'
'Color', '83', '10', '69', '688', 'Action|Comedy|Crime', '1019', '2', 'buddy comedy|criminal|gun smuggling|mistaken identity|salesman', 'English', 'Germany', 'PG-13', '33000000', '2005', '99', '1.85', '676'
'Color', '91', '10', '436', '716', 'Action|Comedy|Crime', '2700', '3', 'comic violence|hand to hand combat|kung fu|talking to self in mirror|violence', 'English', 'USA', 'PG-13', '20000000', '2007', '537', '1.85', '233'
'Color', '108', '54', '463', '786', 'Comedy|Crime|Music', '2730', '3', 'box office flop|drag queen|gender disguise|mafia|witness', 'English', 'USA', 'PG-13', '20000000', '2004', '567', '1.85', '924'
'Color', '148', '0', '175', '204', 'Comedy|Crime|Drama|Mystery|Romance', '707', '0', '1960s|based on novel|ex boyfriend ex girlfriend relationship|southern california|voice over narration', 'English', 'USA', 'R', '20000000', '2014', '178', '1.85', '18000'
'Color', '77', '3', '593', '787', 'Adventure|Animation|Comedy|Family|Fantasy', '2185', '0', 'diamond|lava|magic|mountain|sorcerer', 'English', 'USA', 'G', '20000000', '2006', '690', '1.85', '346'
'Color', '110', '9', '826', '997', 'Drama|Music', '3177', '19', '3 dimensional|box office flop|critically bashed|dancing', 'English', 'USA', 'PG-13', '20000000', '2013', '941', '1.85', '0'
'Color', '83', '119', '633', '885', 'Comedy|Fantasy', '2907', '2', 'arab stereotype|box office flop|documentary filmmaker|filmmaker|terrorist', 'English', 'USA', 'PG-13', '12000000', '2008', '816', '2.35', '797'
'Color', '107', '0', '99', '2000', 'Action|Comedy|Crime|Thriller', '2848', '7', 'arms dealer|battle|bomb|machete|missile', 'English', 'Russia', 'R', '20000000', '2013', '749', '1.85', '48000'
'Color', '100', '17', '86', '669', 'Drama|Horror|Sci-Fi|Thriller', '1267', '0', 'at work|rat|revenge|vermin|work', 'English', 'Canada', 'PG-13', '22000000', '2003', '429', '2.35', '0'
'Color', '87', '29', '522', '1000', 'Adventure|Comedy', '4218', '4', 'bigfoot|critically bashed|ecuador|friend|tv show', 'English', 'USA', 'R', '20000000', '2008', '794', '2.35', '847'
'Color', '154', '608', '149', '1000', 'Biography|Comedy|Drama|History|Music|Musical', '1690', '1'," ""19th century|exhibition|gilbert and sullivan|gilbert and sullivan's princess ida|japanese""", 'English', 'UK', 'R', '10000000', '1999', '452', '1.66', '608'
'Color', '99', '0', '691', '13000', 'Biography|Drama|Thriller', '23755', '3', 'carl jung|patient|psychoanalysis|russian|sigmund freud', 'English', 'UK', 'R', '15000000', '2011', '10000', '1.85', '36000'
'Color', '100', '0', '407', '21000', 'Animation|Drama|Mystery|Sci-Fi|Thriller', '39507', '0', 'detective|drugs|substance d|undercover|undercover cop', 'English', 'USA', 'R', '8700000', '2006', '18000', '1.85', '0'
'Color', '116', '150', '956', '18000', 'Biography|Drama|Sport', '21200', '2', 'box office flop|no opening credits|surfing|two word title|year 1987', 'English', 'USA', 'PG', '20000000', '2012', '1000', '1.85', '13000'
'Color', '94', '892', '81', '310', 'Horror|Sci-Fi', '838', '0', 'artifact|creature|darkness|demon|museum', 'English', 'Canada', 'R', '20000000', '2005', '294', '2.35', '1000'
'Color', '111', '650', '181', '690', 'Comedy|Drama|Family|Music|Romance', '1573', '3'," ""battle of the bands|high school|rock 'n' roll|school|teenager""", 'English', 'USA', 'PG', '20000000', '2009', '224', '2.35', '1000'
'Color', '100', '143', '430', '829', 'Drama|Mystery|Romance|Thriller', '2295', '1', 'birthday|boy|dead husband|death|widow', 'English', 'USA', 'R', '20000000', '2004', '681', '1.85', '0'
'Color', '125', '78', '745', '1000', 'Action|Crime|Drama|Thriller', '3979', '0', 'american dream|immigrant|new york city|oil|violence', 'English', 'USA', 'R', '20000000', '2014', '969', '2.35', '0'
'Color', '119', '18', '9', '20', 'Biography|Drama', '64', '0', 'flash of genius|genius|intellectual property|professor|university', 'English', 'USA', 'PG-13', '20000000', '2008', '18', '2.35', '0'
' Black and White', '135', '162', '228', '23000', 'Biography|Drama|Music', '36398', '0', '1960s|actor|horseback riding|reporter|riding the rails', 'English', 'USA', 'R', '20000000', '2007', '13000', '2.35', '0'
'Color', '93', '19', '619', '15000', 'Action|Thriller', '30134', '3', 'driving a car down stairs|duct tape gag|held captive|murder of a police officer|sailing', 'English', 'USA', 'PG-13', '20000000', '2012', '13000', '2.35', '0'
'Color', '114', '0', '446', '975', 'Adventure|Comedy|Drama|Romance', '3014', '4', 'con man|eccentric|heiress|love|revenge', 'English', 'USA', 'PG-13', '20000000', '2008', '877', '2.35', '0'
'Color', '134', '6000', '745', '893', 'Adventure|Animation|Fantasy', '2710', '0', 'anime|cult film|forest|princess|studio ghibli', 'Japanese', 'Japan', 'PG-13', '2400000000', '1997', '851', '1.85', '11000'
' Black and White', '114', '22', '413', '572', 'Comedy|Drama|Mystery|Romance|Thriller|War', '1776', '5', 'actress|bordeaux|german|heavy water|nazi', 'French', 'France', 'PG-13', '20000000', '2003', '548', '2.35', '235'
'Color', '124', '42', '161', '801', 'Biography|Comedy|Musical', '1462', '0', 'male frontal nudity|male full frontal nudity|male nudity|male rear nudity|new york city', 'English', 'USA', 'PG', '20000000', '1980', '174', '2.35', '1000'
'Color', '104', '214', '430', '1000', 'Crime|Drama|Western', '2129', '1', 'aborigine|foreboding|gang|hideout|outlaw', 'English', 'Australia', 'R', '2000000', '2005', '509', '2.35', '0'
'Color', '118', '14', '400', '2000', 'Biography|Drama|Sport', '3384', '4', 'coach|football|football movie|football team|high school sweethearts', 'English', 'USA', 'PG', '20000000', '2015', '769', '2.35', '0'
'Color', '80', '121', '587', '836', 'Comedy|Music', '2467', '2', 'female protagonist|hip hop|jewish american princess|rapper|record label', 'English', 'USA', 'R', '20000000', '2003', '624', '1.85', '241'
'Color', '107', '110', '722', '23000', 'Action|Drama|Sci-Fi|Thriller', '25088', '2', 'cleric|dystopia|fascist|law|neo noir', 'English', 'USA', 'R', '20000000', '2002', '876', '2.35', '20000'
'Color', '125', '55', '2', '991', 'Drama|War', '1003', '4', 'british|communist|journalist|nurse|orphan', 'English', 'Australia', 'R', '40000000', '2008', '10', '2.35', '1000'
'Color', '115', '115', '977', '9000', 'Crime|Drama|Romance|Thriller', '11433', '2', 'best friend|corruption|fall to death|female nudity|friend', 'English', 'USA', 'R', '24000000', '2000', '1000', '2.35', '401'
'Color', '122', '11000', '188', '11000', 'Drama|Romance', '22319', '0', 'cheating wife|cigarette smoking|male in shower|male nudity|male rear nudity', 'English', 'USA', 'R', '10000000', '2015', '11000', '2.35', '0'
'Color', '103', '78', '101', '488', 'Action|Adventure|Animation|Family|Sci-Fi|Thriller', '991', '1', '19th century|ball|boy|inventor|steam', 'Japanese', 'Japan', 'PG-13', '2127519898', '2004', '336', '1.85', '973'
'Color', '101', '25', '407', '18000', 'Drama|History|Sport', '20354', '0', '1950s|brazil|soccer|soccer movie|world cup', 'English', 'USA', 'PG', '20000000', '2005', '723', '2.35', '445'
'Color', '107', '58', '324', '699', 'Action|Adventure|Drama|History|Romance', '1592', '1', 'easter island|location in title|statue|topless female nudity|two word title', 'English', 'USA', 'R', '20000000', '1994', '533', '2.35', '399'
'Color', '107', '14', '311', '403', 'Action|Comedy|Crime|Fantasy|Horror|Mystery|Sci-Fi|Thriller', '1577', '1', 'close up of eyes|monster|quirkiness|supernatural|vomiting', 'English', 'USA', 'PG-13', '20000000', '2010', '368', '2.35', '0'
'Color', '100', '3', '442', '14000', 'Crime|Drama|Mystery', '15612', '3', 'actor|client|new york|protection|scandal', 'English', 'USA', 'R', '22000000', '2002', '506', '1.85', '217'
'Color', '110', '278', '181', '3000', 'Comedy|Drama|Fantasy|Romance', '3785', '2', 'banishment|sorcery|spirit|staff|storm at sea', 'English', 'USA', 'PG-13', '20000000', '2010', '602', '2.35', '0'
'Color', '125', '43', '7', '2000', 'Drama|Romance', '2608', '0', 'china|cholera|epidemic|love|marriage', 'Mandarin', 'China', 'PG-13', '19400000', '2006', '594', '2.35', '0'
'Color', '184', '34', '155', '486', 'Action|Biography|Crime|Drama', '1601', '2', 'bonn germany|failed kidnapping|handcuffs|projectile|terrorist', 'German', 'Germany', 'R', '20000000', '2008', '471', '1.85', '0'
'Color', '236', '0', '232', '933', 'Adventure|Drama|Western', '2398', '1', 'friendship|frontier|honor|outpost|soldier', 'English', 'USA', 'PG-13', '22000000', '1990', '839', '2.35', '0'
'Color', '97', '52', '384', '3000', 'Comedy', '5547', '0', 'boob job|breast enlargement|breast surgery|cheating on a test|ejaculation', 'English', 'USA', 'R', '20000000', '2011', '957', '1.85', '16000'
'Color', '113', '17', '551', '14000', 'Crime|Drama|Mystery|Thriller', '15914', '1', 'detective|love|single|suspect|title from song', 'English', 'USA', 'R', '19000000', '1989', '599', '1.85', '0'
'Color', '95', '15', '528', '1000', 'Comedy|Family|Romance', '3092', '2', 'cinderella story|correspondence|evil step mother|female protagonist|teenage girl', 'English', 'USA', 'PG', '20000000', '2004', '852', '1.85', '0'
'Color', '103', '0', '157', '611', 'Horror|Mystery', '1212', '0', 'mask|mystery killer|slasher|teenage girl|telephone', 'English', 'USA', 'R', '15000000', '1996', '422', '2.35', '11000'
'Color', '91', '17', '670', '1000', 'Horror', '3023', '0', 'collector|ghost|ghost hunter|glass house|machine', 'English', 'USA', 'R', '20000000', '2001', '795', '1.33', '0'
'Color', '116', '0', '459', '1000', 'Adventure|Comedy|Sci-Fi', '3230', '0', 'clock tower|delorean|future|time travel|time travel comedy', 'English', 'USA', 'PG', '19000000', '1985', '690', '1.18', '39000'
'Color', '93', '37', '545', '885', 'Horror|Mystery|Thriller', '2872', '0', 'billionaire|corpse|eccentric|haunted hospital|haunted house', 'English', 'USA', 'R', '19000000', '1999', '828', '1.37', '0'
'Color', '113', '0', '256', '607', 'Comedy|Drama', '1465', '6', 'aunt|immigrant|looting|love|nightclub singer', 'English', 'USA', 'PG-13', '13000000', '2009', '269', '1.85', '1000'
'Color', '101', '8', '110', '544', 'Comedy|Drama|Romance', '1292', '2', 'artificial insemination|best friend|new york city|sperm|sperm donor', 'English', 'USA', 'PG-13', '19000000', '2010', '449', '2.35', '0'
'Color', '95', '189', '306', '500', 'Comedy|Romance', '2020', '2', 'fall|honeymoon|love|marriage|newlywed', 'English', 'USA', 'PG-13', '18000000', '2003', '308', '1.85', '0'
'Color', '109', '93', '521', '31000', 'Biography|Drama|Thriller', '35561', '1', 'betrayal|debauchery|lust|palace|saddam hussein', 'English', 'Belgium', 'R', '15000000', '2011', '3000', '2.35', '14000'
'Color', '85', '2', '402', '1000', 'Adventure|Comedy|Drama|Family|Fantasy', '2429', '1', 'locomotive|magic|mountain|railroad|steam locomotive', 'English', 'UK', 'G', '19000000', '2000', '539', '1.85', '663'
'Color', '101', '42', '219', '991', 'Horror|Thriller', '2609', '0', 'deputy|iowa|rural setting|sheriff|survival', 'English', 'USA', 'R', '20000000', '2010', '894', '2.35', '0'
'Color', '125', '6000', '7', '17', 'Adventure|Animation|Family|Fantasy', '44', '0', 'anime|bathhouse|pig|spirit|work', 'Japanese', 'Japan', 'PG', '19000000', '2001', '10', '1.85', '28000'
'Color', '132', '79', '1000', '14000', 'Action|Adventure|Drama|History|Romance', '28094', '2', 'lieutenant|lifeboat|mutiny|sailing ship|ship', 'English', 'UK', 'PG', '25000000', '1984', '12000', '2.35', '1000'
'Color', '131', '33', '326', '876', 'Drama|War', '1985', '1', 'basement|book|girl|library|track', 'English', 'USA', 'PG-13', '19000000', '2013', '526', '2.35', '53000'
'Color', '129', '51', '630', '948', 'Adventure|Comedy|Romance', '4324', '1', 'amish|friend|friendship|high school|virgin', 'English', 'USA', 'R', '19000000', '2008', '822', '1.85', '0'
'Color', '100', '14', '356', '3000', 'Comedy|Romance', '4094', '2', 'ireland|irish|journey|tradition|travel', 'English', 'USA', 'PG', '19000000', '2010', '547', '2.35', '13000'
